,Monthly Return ($)
2014-02-01,0.04130023377490821
2014-03-01,0.04992516570451122
2014-04-01,0.0049893086243764095
2014-05-01,0.03931104356636261
2014-06-01,-0.0017547280171572588
2014-07-01,0.012597656249999867
2014-08-01,0.03414022567267816
2014-09-01,-0.05110510118437006
2014-10-01,0.07410319410319421
2014-11-01,-0.04254735108427121
2014-12-01,0.031154434250764584
2015-01-01,0.06376274328081544
2015-02-01,0.07187663355985374
2015-03-01,0.024871982443306573
2015-04-01,-0.051788405107462965
2015-05-01,-0.013466042154566704
2015-06-01,0.027723611699872697
2015-07-01,0.05007424517406367
2015-08-01,-0.07447560688192323
2015-09-01,-0.07928019692725574
2015-10-01,0.13155711256568625
2015-11-01,-0.009776763891151896
2015-12-01,0.017278262300477243
2016-01-01,-0.09131349077968298
2016-02-01,-0.022340898976412893
